,Id,Name,Short description,Gender,Country,Occupation,Birth year,Death year,Manner of death,Age of death
51473,Q325474,Russell L. Rogers,American astronaut,Male,United States,Military personnel,1928,1967,accident,39
51479,Q325489,Domenico Gnoli,painter and stage designer (1933-1970),Male,Italy,Artist,1933,1970,natural causes,37
51502,Q325560,Stefan Marinov,Bulgarian physics researcher,Male,Bulgaria,Researcher,1931,1997,suicide,66
51505,Q325568,Dennis Miller Bunker,American artist (1861-1890),Male,United States,Artist,1861,1890,natural causes,29
51507,Q325581,Hugo Staehle,German composer,Male,Germany,Artist,1826,1848,natural causes,22
51511,Q325595,Clarence Ray Allen,American murderer,Male,United States,Prisoner; criminal,1930,2006,capital punishment,76
51537,Q325690,Norman Shumway,American surgeon,Male,United States,Teacher,1923,2006,natural causes,83
51538,Q325695,Clara Blandick,American actress,Female,United States,Artist,1880,1962,suicide,82
51541,Q325700,Arthur Lowe,English actor,Male,United Kingdom,Artist,1915,1982,natural causes,67
51552,Q325734,Carlos Martínez,Venezuelan baseball player,Male,Venezuela,Athlete,1965,2006,natural causes,41
51556,Q325742,Justin Pierce,British-American actor and skateboarder,Male,United Kingdom,Artist,1975,2000,suicide,25
51567,Q325779,Edmund Kennedy,Australian explorer,Male,Australia,Explorer,1818,1848,homicide,30
51568,Q325781,Betty Blythe,ِAmerican Actress,Female,United States,Artist,1893,1972,natural causes,79
51585,Q325832,Tom Villard,American actor,Male,United States,Artist,1953,1994,natural causes,41
51612,Q325914,John Glenn Beall Jr.,American politician (1927-2006),Male,United States,Politician,1927,2006,natural causes,79
51624,Q325960,Phil Crane,American politician (1930-2014),Male,United States,Politician,1930,2014,natural causes,84
51628,Q325971,Dorothy Bernard,actress (1890-1955),Female,United States,Artist,1890,1955,natural causes,65
51630,Q325974,Pierre Drieu La Rochelle,French writer,Male,France,Artist,1893,1945,suicide,52
51631,Q325977,Luther Green,American basketball player,Male,United States,Athlete,1946,2006,natural causes,60
51637,Q326000,Maurice Halbwachs,French sociologist,Male,France,Researcher,1877,1945,natural causes,68
51645,Q326033,Samuel Franklin Cody,American aviator,Male,United States,Military personnel,1867,1913,accident,46
51652,Q326050,John Pennel,American pole vaulter,Male,United States,Athlete,1940,1993,natural causes,53
51655,Q326072,Serge Reding,Belgian weightlifter,Male,Belgium,Weightlifter,1941,1975,natural causes,34
51658,Q326094,Michael Zaslow,American actor,Male,United States,Artist,1942,1998,natural causes,56
51665,Q326109,Ralph Canine,First director of the United States' National Security Agency,Male,United States,Military personnel,1895,1969,natural causes,74
51674,Q326157,Ted Kennedy,Canadian ice hockey player,Male,Canada,Athlete,1925,2009,natural causes,84
51684,Q326178,J. R. Simplot,American businessman,Male,United States,Entrepreneur,1909,2008,natural causes,99
51698,Q326238,William H. Riker,American political scientist,Male,United States,Researcher,1920,1993,natural causes,73
51699,Q326239,Barry Seal,"American smuggler of drugs and arms, airplane pilot, and money launderer",Male,United States,Military personnel,1939,1986,homicide,47
51709,Q326281,Scott McKenzie,American singer and songwriter,Male,United States,Artist,1939,2012,natural causes,73
51711,Q326291,Robert Long,Dutch singer,Male,Netherlands,Artist,1943,2006,natural causes,63
51713,Q326299,Lionel Bart,British writer and composer of pop music and musicals,Male,United Kingdom,Artist,1930,1999,natural causes,69
51718,Q326325,Patrick Augustine Sheehan,Irish Roman Catholic priest and author,Male,Ireland,Artist,1852,1913,natural causes,61
51719,Q326335,Gō Katō,Japanese actor (1938-2018),Male,Japan,Artist,1938,2018,natural causes,80
51725,Q326357,"Will ""Dub"" Jones",American singer,Male,United States,Artist,1928,2000,natural causes,72
51740,Q326416,Mickey Cochrane,American baseball player,Male,United States,Athlete,1903,1962,natural causes,59
51748,Q326436,Eddie Jefferson,American singer,Male,United States,Artist,1918,1979,homicide,61
51749,Q326442,Otakar Batlička,Czech traveller and writer,Male,Czechoslovakia,Artist,1895,1942,capital punishment,47
51752,Q326450,Eduardo Chibás,Cuban politician (1907-1951),Male,Cuba,Politician,1907,1951,suicide,44
51766,Q326504,Anatoly Durov,Russian animal trainer,Male,Russia; Russia,Circus performer,1887,1928,accident,41
51767,Q326505,Shahnawaz Bhutto,Pakistani politician (1958-1985),Male,Pakistan,Politician,1958,1985,homicide,27
51769,Q326522,Nick Massi,American musician,Male,United States,Artist,1927,2000,natural causes,73
51772,Q326531,Charles Arden-Clarke,British colonial administrator,Male,United Kingdom,Administrator of the government,1898,1962,natural causes,64
51776,Q326542,John Peel,"English disc jockey, radio presenter, record producer and journalist",Male,United Kingdom,Journalist,1939,2004,natural causes,65
51787,Q326580,Harry Nelson Pillsbury,American chess player,Male,United States,Athlete,1872,1906,natural causes,34
51809,Q326649,Wynonie Harris,American blues shouter and rhythm and blues singer,Male,United States,Artist,1915,1969,natural causes,54
51810,Q326654,Douglas Tompkins,American environmentalist,Male,United States,Entrepreneur,1943,2015,accident,72
51816,Q326679,Robert Woolsey,American comedian,Male,United States,Artist,1888,1938,natural causes,50
51818,Q326681,Joseph Stefano,screenwriter,Male,United States,Artist,1922,2006,natural causes,84
51821,Q326696,Murtaza Bhutto,Pakistani politician (1954-1996),Male,Pakistan,Politician,1954,1996,homicide,42
51823,Q326706,Jean Baptiste Charbonneau,"American explorer, guide, fur trapper, and military scout",Male,United States,Explorer,1805,1866,natural causes,61
51831,Q326723,Leon Ames,actor (1902-1993),Male,United States,Artist,1902,1993,natural causes,91
51841,Q326760,Lev Blatný,Czech poet and playwright,Male,Czechoslovakia,Artist,1894,1930,natural causes,36
51851,Q326793,Walter Alston,American baseball player,Male,United States,Athlete,1911,1984,natural causes,73
51854,Q326810,Bill Doggett,American jazz and rhythm and blues pianist and organist,Male,United States,Artist,1916,1996,natural causes,80
51869,Q326903,John Hahn-Petersen,Danish actor,Male,Denmark,Artist,1930,2006,natural causes,76
51872,Q326911,Geoffrey Parsons,Australian pianist,Male,Australia,Pianist,1929,1995,natural causes,66
51877,Q326938,Dick Tiger,Nigerian boxer,Male,Nigeria,Athlete,1929,1971,natural causes,42
51886,Q326964,Eddie Calvert,English trumpeter,Male,United Kingdom,Artist,1922,1978,natural causes,56
51889,Q326978,Masumi Okada,Japanese actor,Male,Japan,Artist,1935,2006,natural causes,71
51933,Q327130,John Boles,American actor,Male,United States,Artist,1895,1969,natural causes,74
51938,Q327146,Thomas Stewart,American bass-baritone singer (1928-2006),Male,United States,Artist,1928,2006,natural causes,78
51942,Q327165,Philip Yordan,American screenwriter and actor,Male,United States,Artist,1914,2003,natural causes,89
51959,Q327212,Robert Heaton,English rock drummer,Male,United Kingdom,Artist,1961,2004,natural causes,43
51960,Q327229,Bernard Fresson,actor (1931-2002),Male,France,Artist,1931,2002,natural causes,71
51967,Q327261,Aziz Nesin,Turkish writer,Male,Turkey,Artist,1915,1995,natural causes,80
51969,Q327266,Józef Rymer,Polish politician (1882-1922),Male,Poland,Politician,1882,1922,natural causes,40
51973,Q327276,Prince Ital Joe,American musician (1963-2001),Male,United States,Artist,1963,2001,accident,38
51974,Q327279,Friedrich Zander,Russian engineer,Male,Russia; Russia,Engineer,1887,1933,natural causes,46
51977,Q327288,Richie Hayward,American musician,Male,United States,Artist,1946,2010,natural causes,64
51987,Q327323,Henry-Russell Hitchcock,American art historian,Male,United States,Researcher,1903,1987,natural causes,84
51988,Q327327,Peter Wells,Australian guitarist,Male,Australia,Guitarist,1946,2006,natural causes,60
51994,Q327356,Frank Thring,"Australian character actor in radio, stage, television and film and theatre director (1926-1994)",Male,Australia,Artist,1926,1994,natural causes,68
51998,Q327373,William James Mayo,American surgeon,Male,United States,Military personnel,1861,1939,natural causes,78
52016,Q327457,Bruce Shand,British Army officer,Male,United Kingdom,Artist,1917,2006,natural causes,89
52030,Q327542,John McGiver,American character actor (1913-1975),Male,United States,Artist,1913,1975,natural causes,62
52049,Q327660,Mike Bongiorno,American-born Italian television host,Male,United States,Artist,1924,2009,natural causes,85
52061,Q327724,Andrzej Skrzydlewski,Olympic wrestler,Male,Poland,Amateur wrestler,1946,2006,natural causes,60
52068,Q327747,Bernard Bresslaw,British actor,Male,United Kingdom,Artist,1934,1993,natural causes,59
52082,Q327786,Raymond McCreesh,IRA Member,Male,Northern Ireland,Combatant,1957,1981,suicide,24
52085,Q327796,Diosdado Simón,Spanish biologist (1954-2002),Male,Spain,Researcher,1954,2002,natural causes,48
52087,Q327802,Kevin Lynch,Irish hunger striker,Male,Ireland,Athlete,1957,1981,suicide,24
52088,Q327804,Gunnar Eilifsen,A police officer who was executed when he refused to arrest five girls who did not show up for forced labour.,Male,Norway,Police officer,1897,1943,capital punishment,46
52091,Q327810,Cecil Parkinson,British politician (1931-2016),Male,United Kingdom,Politician,1931,2016,natural causes,85
52094,Q327819,Grant McLennan,Australian singer,Male,Australia,Artist,1958,2006,natural causes,48
52098,Q327828,Robert Sterling,American actor,Male,United States,Artist,1917,2006,natural causes,89
52100,Q327836,Doctor Clayton,American blues musician,Male,United States,Artist,1898,1947,natural causes,49
52112,Q327886,Doug Sahm,American country music and blues rock musician,Male,United States,Artist,1941,1999,natural causes,58
52116,Q327892,Mordechai Anielewicz,Leader of the Jewish Combat Organization,Male,Poland,Resistance fighter,1919,1943,suicide,24
52123,Q327914,Indro Montanelli,Italian journalist,Male,Italy,Researcher,1909,2001,natural causes,92
52130,Q327934,Ted Benoît,Comic creator,Male,France,Artist,1947,2016,natural causes,69
52140,Q327963,Richard Vernon,"Film, television actor",Male,United Kingdom,Artist,1925,1997,natural causes,72
52174,Q328056,Bill Miller,American jazz pianist,Male,United States,Artist,1915,2006,natural causes,91
52181,Q328084,Michael Ruppert,American conspiracy theorist,Male,United States,Artist,1951,2014,suicide,63
52183,Q328101,André Valardy,Belgian actor,Male,Belgium,Artist,1938,2007,natural causes,69
52185,Q328103,Peter Lieberson,American classical composer,Male,United States,Artist,1946,2011,natural causes,65
52186,Q328106,Jason Rhoades,American artist,Male,United States,Artist,1965,2006,natural causes,41
52187,Q328110,Rocco Petrone,American aerospace engineer,Male,United States,Engineer,1926,2006,natural causes,80
52221,Q328211,Faisal bin Hamad bin Isa Al Khalifa,Bahraini royal,Male,Bahrain,Aristocrat,1991,2006,accident,15
52255,Q328335,Georges Descrières,French actor (1930-2013),Male,France,Artist,1930,2013,natural causes,83
52256,Q328337,Harry Hawker,Australian aviation pioneer,Male,Australia,Military personnel,1889,1921,accident,32
52263,Q328358,Jean-Pierre Rassam,French film producer,Male,France,Film producer,1941,1985,suicide,44
52272,Q328397,Josef Holub,Czech botanist and pteridologist (1930-1999),Male,Czechoslovakia,Researcher,1930,1999,natural causes,69
52310,Q328531,Franz Bendel,German musician,Male,Austrian Empire,Artist,1833,1874,natural causes,41
52325,Q328594,Nellie Fox,American baseball player and coach,Male,United States,Athlete,1927,1975,natural causes,48
52340,Q328646,Norman F. Lent,American lawyer and politician (1931-2012),Male,United States,Politician,1931,2012,natural causes,81
52347,Q328681,Richard Crossman,"British Labour Party politician, author and editor (1907-1974)",Male,United Kingdom,Artist,1907,1974,natural causes,67
52366,Q328744,Dodi Fayed,Egyptian film producer and partner of Princess Diana,Male,Egypt,Entrepreneur,1955,1997,accident,42
52367,Q328745,Harry Thompson,"English radio and television producer, comedy writer, novelist and biographer",Male,United Kingdom,Artist,1960,2005,natural causes,45
52376,Q328772,Martin Hurson,Irish Republican,Male,Ireland,Revolutionary,1956,1981,suicide,25
52377,Q328780,Wade Domínguez,American actor (1966-1998),Male,United States,Artist,1966,1998,natural causes,32
52382,Q328789,Rick Martin,Canadian ice hockey player,Male,Canada,Athlete,1951,2011,natural causes,60
52386,Q328802,Austin Roberts,South African zoologist and ornithologist,Male,South Africa,Researcher,1883,1948,accident,65
52389,Q328816,Kotozakura Masakatsu,Sumo wrestler,Male,Japan,Rikishi,1940,2007,natural causes,67
52390,Q328817,Frank Scalice,American mob boss,Male,Italy,Gangster,1893,1957,homicide,64
52394,Q328836,Chief Bender,American baseball player and coach,Male,United States,Athlete,1884,1954,natural causes,70
52395,Q328838,Salvatore D'Aquila,American mobster,Male,United States,Gangster,1873,1928,homicide,55
52401,Q328866,Alexandre Beloborodov,Russian politician (1891-1938),Male,Russia; Russia,Politician,1891,1938,unnatural death,47
52411,Q328913,Claude Bloodgood,American chess player,Male,United States,Athlete,1937,2001,natural causes,64
52418,Q328948,George McAnthony,Italian country singer,Male,Italy,Artist,1966,2011,natural causes,45
52421,Q328956,Xavier Valls,Spanish painter (1923-2006),Male,Spain,Artist,1923,2006,natural causes,83
52425,Q328980,Henry Edwards,"actor, film director",Male,United Kingdom,Artist,1882,1952,natural causes,70
52436,Q329038,Hermann Schridde,West German equestrian,Male,Germany,Show jumper,1937,1985,accident,48
52447,Q329102,Fritz Korbach,German football manager (1945-2011),Male,Germany,Athlete,1945,2011,natural causes,66
52454,Q329128,Hugo Batalla,Uruguayan politician (1926-1998),Male,Uruguay,Politician,1926,1998,natural causes,72
52457,Q329142,Jean-Christophe Victor,French political scientist,Male,France,Artist,1947,2016,natural causes,69
52460,Q329156,Whit Bissell,American actor (1909-1996),Male,United States,Artist,1909,1996,natural causes,87
52467,Q329185,Achim Stocker,German football club president (1935-2009),Male,Germany,Athlete,1935,2009,natural causes,74
52481,Q329226,Cecil Gant,American musician,Male,United States,Artist,1913,1951,natural causes,38
52495,Q329282,Thomas Brunner,English-born New Zealand surveyor and explorer (1821-1874),Male,New Zealand,Explorer,1821,1874,natural causes,53
52504,Q329315,Richard Guyon,British general,Male,United Kingdom,Pasha,1803,1856,natural causes,53
52514,Q329376,Eric Von Schmidt,American musician (1931-2007),Male,United States,Artist,1931,2007,natural causes,76
52523,Q329412,Artur Alliksaar,Estonian poet,Male,Estonia,Artist,1923,1966,natural causes,43
52554,Q329577,Victor McLaglen,British-American actor (1886-1959),Male,United States,Athlete,1886,1959,natural causes,73
52555,Q329580,Ronald Allen,English actor (1930-1991),Male,United Kingdom,Artist,1930,1991,natural causes,61
52556,Q329584,John Ellis,executioner,Male,United Kingdom,Executioner,1874,1932,suicide,58
52566,Q329643,John Scalise,American mobster,Male,United States,Gangster,1900,1929,homicide,29
52567,Q329649,Eddie Blay,boxer,Male,Ghana,Athlete,1937,2006,natural causes,69
52569,Q329661,Jim Pepper,Kaw-Muscogee Creek jazz musician,Male,United States,Artist,1941,1992,natural causes,51
52574,Q329674,Stephen Wooldridge,Australian cyclist,Male,Australia,Athlete,1977,2017,suicide,40
52584,Q329730,Nat Turner,American slave rebellion leader,Male,United States,Preacher,1800,1831,capital punishment,31
52612,Q329839,Abraham Buford II,Confederate Army general,Male,United States,Military personnel,1820,1884,suicide,64
